URL,Title,Year,Make,Model,VIN,Odometer,Vehicle Type,BID,document,Image URLs
https://www.rbauction.com/2008-volkswagen-jetta-wolfsburg-edition-automobile?invId=14035476&id=ci&auction=fort-worth-tx-2023168,2008 Volkswagen Jetta Wolfsburg Edition Automobile,2008,Volkswagen,Jetta,3VWRJ71KX8M126725,"122,802 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/545/b1cd10a8-645c-4521-a100-ef6a136696ab-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/545/b1cd10a8-645c-4521-a100-ef6a136696ab-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/545/655969a2-8c4f-473c-9f02-4153ada55063-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/545/105798b9-16b3-4d93-8289-937c9e951f2e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13698/545/71e34739-1045-47c4-a192-bf80f3c9380d-med.jpg""]"
https://www.rbauction.com/2014-ford-f-150-xlt-4x4-crew-cab-pickup?invId=14003986&id=ci&auction=saskatoon-sk-2023257,2014 Ford F-150 XLT 4x4 Crew Cab Pickup,2014,Ford,F-150,1FTFW1ETXEFA95835,"232,086 km",Pickup,Coming soon,https://cdn.ironpla.net/inspection/B40-58+CARFAX_13581902.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13581/902/2bd04328-30c3-3da3-ba9e-93562510337f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13581/902/2bd04328-30c3-3da3-ba9e-93562510337f-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13581/902/95dbd975-2c57-36d5-9479-086043cb9dcc-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13581/902/e55dd624-c480-3d2b-9453-8a5201643944-med.jpg""]"
https://www.rbauction.com/2008-ford-f-250-xl-4x2-pickup?invId=14038310&id=ci&auction=fort-worth-tx-2023168,2008 Ford F-250 XL 4x2 Pickup,2008,Ford,F-250,1FTNF20558EB94874,"212,898 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13708/566/54d74594-fe6e-3cf2-8503-25ac6b0e1546-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13708/566/54d74594-fe6e-3cf2-8503-25ac6b0e1546-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13708/566/bd159d15-ba4f-37f4-935e-f282c7abc724-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13708/566/ad1a3f46-d73e-3dee-b982-3f450c3a8604-med.jpg""]"
https://www.rbauction.com/2010-ford-f150-xl-4x4-inoperable-pickup?invId=13950241&id=ci&auction=fort-worth-tx-2023168,2010 Ford F150 XL 4x4 Pickup (Inoperable),2010,Ford,F150,1FTPF1EV0AKE78268,"165,366 mil",Pickup,,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13393/580/8ed03316-fda6-4b95-87a2-7cfc59731cb3-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13393/580/8ed03316-fda6-4b95-87a2-7cfc59731cb3-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13393/580/fa9e7d4d-bd90-31b7-9edb-88348e014489-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13393/580/25d83c88-b8ed-3866-85db-58046e129194-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13393/580/fbd5e8a0-8a6e-333f-aaec-86f06f3b07bd-med.jpg""]"
https://www.rbauction.com/2007-chevrolet-silverado-1500-lt-4x4-extended-cab-pickup?invId=14032080&id=ci&auction=fort-worth-tx-2023168,2007 Chevrolet Silverado 1500 LT 4x4 Extended Cab Pickup,2007,Chevrolet,Silverado 1500,1GCEK19J27Z564644,"151,289 mil",Pickup,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13686/11/f6db22e4-60c3-4603-b0de-266644e2ac6c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13686/11/f6db22e4-60c3-4603-b0de-266644e2ac6c-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13686/11/4026b582-c100-389b-a7e9-d17afaf281ac-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13686/11/9766537f-0f62-3266-a527-068805332178-med.jpg""]"
https://www.rbauction.com/2007-ford-expedition-limited-2wd-sport-utility-vehicle?invId=14004403&id=ci&auction=fort-worth-tx-2023168,2007 Ford Expedition Limited 2WD SUV,2007,Ford,Expedition,1FMFU19587LA27860,"177,601 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13360/761/ff87363e-1d19-4ebd-a2d2-7b7a682022b6-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13360/761/31494b05-6c9b-4fd3-a332-7938dfab4179-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13360/761/1e096bed-074c-4ca8-805c-2ea8ead25037-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13360/761/b7629082-a3d7-4d6c-8a83-bb6e0420647f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13360/761/d13fa35a-7954-42ac-ac1c-65859a577b30-med.jpg""]"
https://www.rbauction.com/2008-chevrolet-express-4x2-17-seat-transit-bus?invId=14004503&id=ci&auction=saskatoon-sk-2023257,2008 Chevrolet Express 4x2 17-Seat Transit Bus,2008,Chevrolet,Express,1GBJG31K081210934,"322,017 km",Bus,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13584/163/11652b10-9ed4-424b-a067-604105585987-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13584/163/11652b10-9ed4-424b-a067-604105585987-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13584/163/d046ebe9-b0d5-4df9-9e4d-b7340a0f3f14-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13584/163/a24835a3-7680-490c-ae3b-c385ea05984a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13584/163/817b0001-a28a-4487-8e53-7570d0cc69bc-med.jpg""]"
https://www.rbauction.com/2009-ford-e-450-econoline-4x2-transit-inoperable-bus?invId=14001960&id=ci&auction=saskatoon-sk-2023257,2009 Ford E-450 Econoline 4x2 Transit Bus (Inoperable),2009,Ford,E-450 Econoline,1FDFE45P09DA18671,"21,284 km",Bus,Coming soon,https://cdn.ironpla.net/inspection/P05-1+CARFAX_13575562.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/562/7ce6a6db-34eb-4119-b038-d773148fa765-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/562/2d1c9de6-46bd-482f-b58f-5a23d42f8087-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/562/e4bc2b82-6865-4c7b-9ee0-86db985497d4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/562/70377336-9078-48c1-9eb2-b703a7660d72-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/562/8c95248a-13ca-4bdc-b4d0-2b3944c581d0-med.jpg""]"
https://www.rbauction.com/2007-ford-crown-victoria-automobile?invId=13991999&id=ci&auction=fort-worth-tx-2023168,2007 Ford Crown Victoria Automobile,2007,Ford,Crown Victoria,2FAFP73V97X135548,"56,708 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/24/3ba144c1-6452-48a6-be9e-27318956c50c-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/24/3ba144c1-6452-48a6-be9e-27318956c50c-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/24/12a34d5c-41eb-3735-8887-8206f2c316ef-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/24/cb854a34-d26b-3fbe-a043-6b50723da4f9-med.jpg""]"
https://www.rbauction.com/2010-kia-soul-automobile?invId=14033181&id=ci&auction=fort-worth-tx-2023168,2010 Kia Soul Automobile,2010,Kia,Soul,KNDJT2A24A7142934,"178,194 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13690/280/d4f9ffb9-c1f6-3aee-b99a-7cbc67b5fad7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13690/280/d4f9ffb9-c1f6-3aee-b99a-7cbc67b5fad7-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13690/280/39c580be-df57-302c-8e11-82de4be9808f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13690/280/e49a80ac-903d-3168-acaf-6bc6ecbe1740-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13690/280/9b4284c3-4084-3a02-9eee-9db8a8994f7b-med.jpg""]"
https://www.rbauction.com/1987-ford-b700-4x2-30-ft-bale-hauler-bus?invId=13907962&id=ci&auction=saskatoon-sk-2023257,1987 Ford B700 4x2 30 ft Bale Hauler Bus,1987,Ford,B700,1FDPJ75P4HVA39890,"178,390 km",Bus,Coming soon,https://cdn.ironpla.net/inspection/G01-25+CARFAX_13226015.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13226/15/e294f77f-2d11-41ba-99b1-af6108dfccae-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13226/15/e294f77f-2d11-41ba-99b1-af6108dfccae-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13226/15/8d2d12e1-8312-4bc9-a890-8f49a4355736-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13226/15/5d66e54e-6b73-4199-9d4c-900d68dce976-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13226/15/273cb6b7-3d19-4fc1-9159-f20cc072b152-med.jpg""]"
https://www.rbauction.com/2010-chevrolet-impala-automobile?invId=13991984&id=ci&auction=fort-worth-tx-2023168,2010 Chevrolet Impala Automobile,2010,Chevrolet,Impala,2G1WA5EK3A1166994,"54,949 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/27/a0de66ef-79d3-4a3e-863b-e9a0dd286e13-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/27/a0de66ef-79d3-4a3e-863b-e9a0dd286e13-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/27/312d52cd-3d6e-3a3f-9b5d-ed0964641494-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13541/27/575ee416-91e2-311e-9b80-35a71d740b83-med.jpg""]"
https://www.rbauction.com/2016-ford-fiesta-automobile?invId=14035897&id=ci&auction=fort-worth-tx-2023168,2016 Ford Fiesta Automobile,2016,Ford,Fiesta,3FADP4BJ9GM203735,"175,297 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13700/973/7c528580-7088-487e-806c-9ffc5bb76b96-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13700/973/d1d6e2ce-148c-431b-863a-3f37e91d5946-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13700/973/cc2cfc39-fbd2-4139-a764-508d32f821d2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13700/973/f78da2fb-5988-41a3-99e4-0654bf15ee2d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13700/973/106c4da4-ecac-43b3-b973-860e35a0ea1c-med.jpg""]"
https://www.rbauction.com/2008-acura-tl-automobile?invId=14033722&id=ci&auction=fort-worth-tx-2023168,2008 Acura TL Automobile,2008,Acura,TL,19UUA66218A005659,"161,387 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/767/e93e4ac6-3a02-3a80-8a6f-25e58eda4429-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/767/e93e4ac6-3a02-3a80-8a6f-25e58eda4429-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/767/84c15658-0e9f-3d8d-a67c-cb9a6af65cde-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/767/145d715e-8bd9-339f-a61d-47b452bbd671-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/767/e2d3d186-d48b-3e51-ae13-ce490bc7f5be-med.jpg""]"
https://www.rbauction.com/2007-mitsubishi-outlander-2wd-sport-utility-vehicle?invId=14019431&id=ci&auction=fort-worth-tx-2023168,2007 Mitsubishi Outlander 2WD SUV,2007,Mitsubishi,Outlander,JA4MS31X37U013721,"167,858 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/619/80d3cff7-0f35-4c9d-8252-a1d660141c44-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/619/80d3cff7-0f35-4c9d-8252-a1d660141c44-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/619/39005996-5a89-3b5d-98ba-5353aec70e33-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/619/f689fcc8-5313-31ee-b2c3-97cb8fccb60b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13644/619/68c80786-b9c5-3b27-8957-0717aed8ddf3-med.jpg""]"
https://www.rbauction.com/2003-cadillac-escalade-2wd-sport-utility-vehicle?invId=14020496&id=ci&auction=fort-worth-tx-2023168,2003 Cadillac Escalade 2WD SUV,2003,Cadillac,Escalade,1GYEK63N73R206520,"246,261 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13649/926/93a44c86-1c90-4794-84d1-220ed2d687f5-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13649/926/93a44c86-1c90-4794-84d1-220ed2d687f5-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13649/926/11c3162d-db17-49fd-9eba-8930592906aa-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13649/926/7fa1b228-a7fb-4ea0-a74b-4ca44a0d90d8-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13649/926/946b05fa-b07d-4ac2-9b1e-1b4426a697e6-med.jpg""]"
https://www.rbauction.com/2011-jeep-patriot-inoperable-sport-utility-vehicle?invId=14001961&id=ci&auction=saskatoon-sk-2023257,2011 Jeep Patriot SUV (Inoperable),2011,Jeep,Patriot,1J4NF2GB6BD173714,"285,031 km",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/563/c39b2224-4bbd-4da1-931c-510f1aff8ba0-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/563/0aa7fda7-8b3e-473d-88a9-269d738aa34d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/563/11f5af8c-2fab-411e-94c6-58d9f8baa47d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/563/4dfe8b06-d373-45d2-bec9-b97a2795fe85-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13575/563/c2d71a3c-3767-413b-a05f-e82159b75d04-med.jpg""]"
https://www.rbauction.com/2012-thomas-inoperable-bus?invId=14036220&id=ci&auction=fort-worth-tx-2023168,2012 Thomas Bus (Inoperable),,,,,,,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13701/733/d2db6c30-19c7-4fde-9e15-ca75056c4a6d-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13701/733/63452bf6-8000-4dca-9644-325e36f4d3c1-med.jpg""]"
https://www.rbauction.com/2005-honda-civic-automobile?invId=13997791&id=ci&auction=fort-worth-tx-2023168,2005 Honda Civic Automobile,2005,Honda,Civic,1HGEM22555L020797,"170,265 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13562/695/5624e897-85f0-4cc1-ab31-3614d9823746-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13562/695/5624e897-85f0-4cc1-ab31-3614d9823746-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13562/695/778473d4-6c2b-3c61-a611-02df96523810-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13562/695/3f1b5257-b7ca-31f6-a273-453db4b1d292-med.jpg""]"
https://www.rbauction.com/2007-toyota-camry-convertible-automobile?invId=14033729&id=ci&auction=fort-worth-tx-2023168,2007 Toyota Camry convertible Automobile,2007,Toyota,Camry,4T1FA38P77U133699,"191,564 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/804/daf0b28f-c8d1-36ed-ba52-dc549ef45d32-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/804/daf0b28f-c8d1-36ed-ba52-dc549ef45d32-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/804/ff2f8959-b4fb-3aac-ae59-abaa660d9888-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/804/40f18af4-34b7-3a13-b0f6-49ce15aec0a4-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13691/804/bc683693-958d-3c5e-a50f-21a84cd75bc0-med.jpg""]"
https://www.rbauction.com/1994-lincoln-town-car-lincoln-limousine?invId=14009475&id=ci&auction=fort-worth-tx-2023168,1994 Lincoln Town Car Lincoln Limousine,1994,Lincoln,Town Car,1LNLM81W4RY699873,"153,814 mil",Limousine,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13604/510/b77b991a-0a64-47d7-a195-76dcbdf4af78-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13604/510/b77b991a-0a64-47d7-a195-76dcbdf4af78-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13604/510/d9edf00e-192b-3fd4-a8c1-4a492f070772-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13604/510/25789387-97e4-3cad-9a3d-27bda6c97d06-med.jpg""]"
https://www.rbauction.com/1995-international-3600-4x4-school-bus?invId=13941585&id=ci&auction=fort-worth-tx-2023168,1995 International 3600 4x4 School Bus,1995,International,3600,1HVBDABM4SH688571,"126,708 mil",Bus,,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13359/93/0643a056-0bde-449d-8495-aa54e81b62e1-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13359/93/82f84e01-b820-4a02-8f7c-67975ca835ff-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13359/93/5ea030a1-4e70-4fe5-adc7-e9d75d8990e7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13359/93/9774857c-5bca-48f0-81e2-a74d4b8ab6c6-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13359/93/eda390b5-2d8b-4d50-ad6e-bda91947ae38-med.jpg""]"
https://www.rbauction.com/1947-ford-prefect-inoperable-automobile?invId=14012232&id=ci&auction=saskatoon-sk-2023257,1947 Ford Prefect Automobile (Inoperable),,,,,,,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/565/e0532a14-aa05-4275-aaf5-d3242a7b9de6-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/565/df6194d5-4c96-403e-9a36-c231fe6577dd-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/565/28829d5f-8ae9-4d96-bc59-48fb5ce4445b-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/565/70e1c9d8-a7a8-4912-8836-62f5bc3c122a-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/565/2aea4a51-ba4f-4e6f-b340-e5b3f0ff2f89-med.jpg""]"
https://www.rbauction.com/2005-scion-tc-automobile?invId=14006840&id=ci&auction=fort-worth-tx-2023168,2005 Scion TC Automobile,2005,Scion,TC,JTKDE167450002279,"125,431 mil",Automobile,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13592/821/c21878e5-bf10-3eae-ba5a-03a0cd6e1c48-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13592/821/c21878e5-bf10-3eae-ba5a-03a0cd6e1c48-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13592/821/42d01c2a-dd7f-3188-b09f-2997904f3ae2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13592/821/af6c5ec4-1e9d-3d9d-a056-defe11baeeea-med.jpg""]"
https://www.rbauction.com/2011-audi-q5-awd-inoperable-sport-utility-vehicle?invId=14024528&id=ci&auction=fort-worth-tx-2023168,2011 Audi Q5 AWD SUV (Inoperable),2011,Audi,Q5,WA1LFAFP7BA012062,"190,436 mil",SUV,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13664/510/a37f9c34-6cc4-41cf-957f-d0fa99c56997-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13664/510/18ac6b45-fdb3-44a6-b377-424fafc3227e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13664/510/d5bfe9a3-c50d-4a55-bac9-a7c283aeeb71-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13664/510/338284b7-0d51-4e7f-a5f7-2973e00fa6f7-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13664/510/e85b170d-b0f0-4eab-9615-d9795964d4f2-med.jpg""]"
https://www.rbauction.com/1994-chevrolet-2500-cheyenne-4x4-pickup?invId=14014426&id=ci&auction=saskatoon-sk-2023257,1994 Chevrolet 2500 Cheyenne 4x4 Pickup,1994,Chevrolet,2500,1GCGK24K6RE302358,"359,656 km",Pickup,Coming soon,https://cdn.ironpla.net/inspection/B08-1+CARFAX_13624683.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13624/683/3d2f07e6-4623-4677-acdf-aeb20758b104-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13624/683/3d2f07e6-4623-4677-acdf-aeb20758b104-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13624/683/50575191-598c-4ded-97cf-b45297576200-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13624/683/8effd2f9-1e9e-441b-bb56-c24f30a658ea-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13624/683/30016632-55af-4e87-8d99-90b737a97ade-med.jpg""]"
https://www.rbauction.com/1987-gmc-citation-excell-motor-home?invId=14010617&id=ci&auction=saskatoon-sk-2023257,1987 GMC Citation Excella Motor Home,1987,GMC,Citation Excella,1GDKP37W6H3500959,"33,484 km",Motor Home,Coming soon,,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/952/bb8ddd0a-5503-4986-b122-6d0852a2994e-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/952/d1e2ddef-fede-495c-a319-b433b68b9de5-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/952/0f6c99bc-0273-4079-a9a2-a5d97554ce2f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/952/3c2682c4-35e1-45b2-a176-58050a9f1275-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13608/952/11395e09-3c09-4e60-8d4f-3f2d542d76d9-med.jpg""]"
https://www.rbauction.com/2006-ford-f-150-xlt-4x2-crew-cab-pickup?invId=14022320&id=ci&auction=saskatoon-sk-2023257,2006 Ford F-150 XLT 4x2 Crew Cab Pickup,2006,Ford,F-150,1FTPW12546KB01700,"314,248 km",Pickup,Coming soon,https://cdn.ironpla.net/inspection/P10-1+CARFAX_13656151.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13656/151/82b1419f-4ce6-474a-bea0-5f78668fc556-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13656/151/82b1419f-4ce6-474a-bea0-5f78668fc556-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13656/151/0bf7ba35-19ba-4bbd-8a8e-a4dadb7edbf2-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13656/151/0d4f335e-ce6d-4565-a610-2f24313efceb-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13656/151/62621225-4a34-4240-ab8d-37bf0c6e1ea0-med.jpg""]"
https://www.rbauction.com/1986-chevrolet-1500-wrangler-pickup?invId=14018418&id=ci&auction=saskatoon-sk-2023257,1986 Chevrolet 1500 Wrangler Pickup,1986,Chevrolet,1500,2GCDC14NXG1108029,"343,513 km",Pickup,Coming soon,https://cdn.ironpla.net/inspection/Z08-1+CARFAX_13640161.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13640/161/03117224-2490-426f-a6e0-deb101fec115-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13640/161/03117224-2490-426f-a6e0-deb101fec115-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13640/161/d67732b7-9911-4225-a3b0-c511dc17ad57-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13640/161/9f8bc616-59c2-4f11-929c-80ba0e99c7ae-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13640/161/b6748f84-0253-47f6-a5f8-49e2250cef48-med.jpg""]"
https://www.rbauction.com/1996-mercury-grand-marquis-l-automobile?invId=14012235&id=ci&auction=saskatoon-sk-2023257,1996 Mercury Grand Marquis LS Automobile,1996,Mercury,Grand Marquis LS,2MELM7569TX622947,"240,654 km",Automobile,,https://cdn.ironpla.net/inspection/O07-3+CARFAX_13614562.pdf,"[""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/562/6993dbe8-53aa-403d-a10c-a1053aea6d81-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/562/6993dbe8-53aa-403d-a10c-a1053aea6d81-hr.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/562/fb542e21-50bc-4faf-a84a-0537b47c70ea-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/562/44e88249-99a4-4cb0-8780-695d4350ae6f-med.jpg"", ""https://www-ironplanet.s3-us-west-2.amazonaws.com/i/13614/562/cca31341-1346-4352-8ee0-e10014e1b2d0-med.jpg""]"
